key,TOTAL_POP,TOTAL_MALE,TOTAL_FEMALE,SEX_RATIO,HH_SIZE,ENUMERATED_HH,QUICK_COUNT_HH,csv_pop_total,csv_pop_male,csv_pop_female,csv_hh_total,csv_sex_ratio,pop_diff,match_method,population,area_km2,density
26|00|14|413|106|028,239,130,109,119,2.9,82,80,237.0,129.0,108.0,82.0,119.44,-2.0,code_match,239,0.23912200713029866,999.5
26|00|14|413|115|028,1134,532,602,88,4.0,286,280,1133.0,531.0,602.0,286.0,88.21,-1.0,code_match,1134,1.0723138842000604,1057.5
26|00|14|413|117|028,27,12,15,80,5.4,5,5,27.0,12.0,15.0,5.0,80.0,0.0,code_match,27,0.30029625279408406,89.9
26|00|14|413|164|048,518,265,253,105,4.3,121,120,518.0,265.0,253.0,121.0,104.74,0.0,code_match,518,0.6680792937715049,775.4
26|00|14|413|196|068,312,156,156,100,3.9,80,80,312.0,156.0,156.0,80.0,100.0,0.0,code_match,312,0.30220606008950923,1032.4
26|00|14|413|208|068,576,279,297,94,3.6,161,180,574.0,277.0,297.0,161.0,93.27,-2.0,code_match,576,0.6963880942111979,827.1
26|00|14|413|215|068,600,298,302,99,4.0,149,120,600.0,298.0,302.0,149.0,98.68,0.0,code_match,600,0.41973076079517185,1429.5
26|00|14|413|304|128,639,298,341,87,3.9,164,180,639.0,298.0,341.0,164.0,87.39,0.0,code_match,639,0.3986047161073553,1603.1
26|00|14|413|305|028,670,348,322,108,4.2,158,160,670.0,348.0,322.0,158.0,108.07,0.0,code_match,670,0.9726715310731232,688.8
26|00|14|413|305|036,116,49,67,73,3.4,34,30,116.0,49.0,67.0,34.0,73.13,0.0,code_match,116,0.17246878445379585,672.6
26|00|14|413|305|128,955,427,528,81,3.9,247,250,955.0,427.0,528.0,247.0,80.87,0.0,code_match,955,0.9762295024282691,978.3
26|00|14|413|308|128,263,134,129,104,4.4,60,80,263.0,134.0,129.0,60.0,103.88,0.0,code_match,263,0.8853704650767185,297.1
26|00|14|413|310|028,281,144,137,105,3.4,82,80,279.0,142.0,137.0,82.0,103.65,-2.0,code_match,281,0.7456988316823419,376.8
26|00|14|413|310|128,1188,575,613,94,3.5,338,300,1188.0,575.0,613.0,338.0,93.8,0.0,code_match,1188,1.7359856876128232,684.3
26|00|14|413|310|208,595,286,309,93,3.7,161,130,595.0,286.0,309.0,161.0,92.56,0.0,code_match,595,0.7866595803662092,756.4
26|00|14|413|402|188,3856,1864,1992,94,4.0,955,1107,3857.0,1865.0,1992.0,955.0,93.62,1.0,code_match,3856,2.7356516211231234,1409.5
26|00|14|413|462|208,214,102,112,91,2.9,74,80,214.0,102.0,112.0,74.0,91.07,0.0,code_match,214,0.10359975078807356,2065.6
26|00|14|413|468|208,279,135,144,94,3.7,76,50,279.0,135.0,144.0,76.0,93.75,0.0,code_match,279,0.4002468124647253,697.1
26|00|14|413|632|308,252,128,124,103,3.6,70,100,252.0,128.0,124.0,70.0,103.23,0.0,code_match,252,0.5440026804841714,463.2
26|00|14|413|634|308,560,281,279,101,3.9,144,130,560.0,281.0,279.0,144.0,100.72,0.0,code_match,560,0.4076393480441186,1373.8
26|00|14|413|648|308,114,54,60,90,2.9,40,40,114.0,54.0,60.0,40.0,90.0,0.0,code_match,114,0.47384588631250985,240.6
26|00|14|413|712|348,897,433,464,93,4.0,225,200,898.0,434.0,464.0,225.0,93.53,1.0,code_match,897,0.356106784207889,2518.9
26|00|14|413|746|368,244,128,116,110,3.7,66,70,244.0,128.0,116.0,66.0,110.34,0.0,code_match,244,0.5586749282773125,436.7
26|00|14|413|755|368,333,169,164,103,3.3,101,110,333.0,169.0,164.0,101.0,103.05,0.0,code_match,333,0.4796640576658395,694.2
26|00|14|413|839|408,149,64,85,75,3.4,44,40,149.0,64.0,85.0,44.0,75.29,0.0,code_match,149,0.6386419209621867,233.3
26|00|14|447|067|028,6,4,2,200,3.0,2,5,6.0,4.0,2.0,2.0,200.0,0.0,code_match,6,0.13945283771774022,43.0
26|00|14|447|084|028,1017,496,521,95,3.9,264,170,1547.0,748.0,799.0,401.0,93.62,530.0,code_match,1017,0.44962180672025287,2261.9
26|00|14|447|084|036,4281,2195,2086,105,3.8,1139,766,4990.0,2544.0,2446.0,1316.0,104.01,709.0,code_match,4281,1.467683189724174,2916.8
26|00|14|447|085|028,1047,561,486,115,4.1,253,207,1047.0,561.0,486.0,253.0,115.43,0.0,code_match,1047,1.735486224122551,603.3
26|00|14|447|085|048,462,237,225,105,4.2,111,99,462.0,237.0,225.0,111.0,105.33,0.0,code_match,462,0.6704935028031025,689.0
26|00|14|447|086|028,2725,1317,1408,94,4.4,621,415,2725.0,1317.0,1408.0,621.0,93.54,0.0,code_match,2725,2.90137188951367,939.2
26|00|14|447|091|028,430,221,209,106,4.3,101,100,807.0,412.0,395.0,188.0,104.3,377.0,code_match,430,0.9663512792112836,445.0
26|00|14|447|091|348,1227,620,607,102,4.4,282,207,1227.0,620.0,607.0,282.0,102.14,0.0,code_match,1227,0.3697586241085133,3318.4
26|00|14|447|092|028,509,260,249,104,4.0,127,132,509.0,260.0,249.0,127.0,104.42,0.0,code_match,509,1.087246032205167,468.2
26|00|14|447|094|028,391,192,199,97,4.1,95,80,391.0,192.0,199.0,95.0,96.48,0.0,code_match,391,0.5458714427502265,716.3
26|00|14|447|111|036,0,0,0,0,0.0,0,0,,,,,,,gpkg_only_no_census_match,0,0.30675556885668104,0.0
26|00|14|447|159|056,0,0,0,0,0.0,0,0,,,,,,,gpkg_only_no_census_match,0,0.35460502912150843,0.0
26|00|14|447|163|048,2847,1410,1437,98,4.1,701,595,2847.0,1410.0,1437.0,701.0,98.12,0.0,code_match,2847,1.2668672429023973,2247.3
26|00|14|447|207|068,341,176,165,107,4.4,77,60,341.0,176.0,165.0,77.0,106.67,0.0,code_match,341,0.36733425290466504,928.3
26|00|14|447|273|108,1093,539,554,97,3.9,279,175,1093.0,539.0,554.0,279.0,97.29,0.0,code_match,1093,0.6457269930748657,1692.7
26|00|14|447|273|116,2491,1241,1250,99,3.9,631,505,2491.0,1241.0,1250.0,631.0,99.28,0.0,code_match,2491,0.8049487528461067,3094.6
26|00|14|447|273|208,485,235,250,94,3.4,143,86,485.0,235.0,250.0,143.0,94.0,0.0,code_match,485,0.25795785935490784,1880.2
26|00|14|447|373|168,437,200,237,84,3.7,117,135,437.0,200.0,237.0,117.0,84.39,0.0,code_match,437,0.10171804520276989,4296.2
26|00|14|447|373|208,487,240,247,97,4.4,110,130,487.0,240.0,247.0,110.0,97.17,0.0,code_match,487,0.042975911599657586,11331.9
26|00|14|447|440|208,253,133,120,111,4.5,56,56,263.0,143.0,120.0,56.0,119.17,10.0,code_match,253,0.4980731136857954,508.0
26|00|14|447|454|208,184,96,88,109,4.1,45,38,184.0,96.0,88.0,45.0,109.09,0.0,code_match,184,0.3383813139337297,543.8
26|00|14|447|458|068,4712,2436,2276,107,3.9,1197,826,4712.0,2436.0,2276.0,1197.0,107.03,0.0,code_match,4712,1.4739543058677371,3196.8
26|00|14|447|458|408,2418,1250,1168,107,4.3,564,475,2418.0,1250.0,1168.0,564.0,107.02,0.0,code_match,2418,0.9927464761649862,2435.7
26|00|14|447|464|419,2486,1235,1251,99,3.8,647,445,2486.0,1235.0,1251.0,647.0,98.72,0.0,code_match,2486,0.6338392973516284,3922.1
26|00|14|447|467|148,2261,1125,1136,99,3.7,607,500,2261.0,1125.0,1136.0,607.0,99.03,0.0,code_match,2261,1.0778144439253228,2097.8
26|00|14|447|467|208,2526,1243,1283,97,4.0,636,525,2526.0,1243.0,1283.0,636.0,96.88,0.0,code_match,2526,1.866482803540609,1353.3
26|00|14|447|470|243,0,0,0,0,0.0,0,0,,,,,,,gpkg_only_no_census_match,0,0.09936130166090773,0.0
26|00|14|447|502|048,979,488,491,99,3.9,251,205,979.0,488.0,491.0,251.0,99.39,0.0,code_match,979,0.8933088354199208,1095.9
26|00|14|447|502|228,2278,1106,1172,94,3.9,583,535,2278.0,1106.0,1172.0,583.0,94.37,0.0,code_match,2278,1.8935272106556145,1203.0
26|00|14|447|533|268,107,59,48,123,4.3,25,43,107.0,59.0,48.0,25.0,122.92,0.0,code_match,107,0.38882031583216536,275.2
26|00|14|447|533|308,550,269,281,96,4.5,123,99,550.0,269.0,281.0,123.0,95.73,0.0,code_match,550,0.0416326946346345,13210.8
26|00|14|447|536|248,626,323,303,107,4.2,149,225,1334.0,663.0,671.0,303.0,98.81,708.0,code_match,626,0.24221500632226556,2584.5
26|00|14|447|536|256,272,147,125,118,4.0,68,50,272.0,147.0,125.0,68.0,117.6,0.0,code_match,272,0.11293607519000133,2408.4
26|00|14|447|573|268,905,445,460,97,4.5,202,195,905.0,445.0,460.0,202.0,96.74,0.0,code_match,905,1.00703367828215,898.7
26|00|14|447|631|063,1008,506,502,101,4.2,241,210,1008.0,506.0,502.0,241.0,100.8,0.0,code_match,1008,1.0570699590450892,953.6
26|00|14|447|631|308,723,360,363,99,4.2,174,190,722.0,359.0,363.0,174.0,98.9,-1.0,code_match,723,0.9323049177952922,775.5
26|00|14|447|638|308,160,88,72,122,4.7,34,35,160.0,88.0,72.0,34.0,122.22,0.0,code_match,160,0.3426403018463258,467.0
26|00|14|447|650|028,1112,520,592,88,4.0,275,285,1112.0,520.0,592.0,275.0,87.84,0.0,code_match,1112,0.2403582935479752,4626.4
26|00|14|447|650|308,1388,684,704,97,4.2,329,310,1388.0,684.0,704.0,329.0,97.16,0.0,code_match,1388,2.3233645032624204,597.4
26|00|14|447|745|368,729,355,374,95,4.3,169,125,729.0,355.0,374.0,169.0,94.92,0.0,code_match,729,1.2989231680608184,561.2
26|00|14|447|750|368,450,245,205,120,4.5,101,85,450.0,245.0,205.0,101.0,119.51,0.0,code_match,450,0.42542781999759505,1057.8
26|00|14|447|765|368,1461,744,717,104,4.4,333,315,1462.0,744.0,718.0,333.0,103.62,1.0,code_match,1461,1.7532598675264612,833.3
26|00|14|456|069|028,168,84,84,100,3.9,43,47,168.0,84.0,84.0,43.0,100.0,0.0,code_match,168,0.36786108069823764,456.7
26|00|14|456|070|028,1359,656,703,93,3.9,352,280,1357.0,654.0,703.0,352.0,93.03,-2.0,code_match,1359,1.429189159356967,950.9
26|00|14|456|077|028,340,168,172,98,3.9,88,49,340.0,168.0,172.0,88.0,97.67,0.0,code_match,340,0.09890516187669085,3437.6
26|00|14|456|079|028,1832,846,986,86,4.3,426,309,1832.0,846.0,986.0,426.0,85.8,0.0,code_match,1832,1.315442487608806,1392.7
26|00|14|456|080|028,55,31,24,129,3.9,14,30,55.0,31.0,24.0,14.0,129.17,0.0,code_match,55,0.21817522409036275,252.1
26|00|14|456|080|036,112,53,59,90,3.7,30,58,112.0,53.0,59.0,30.0,89.83,0.0,code_match,112,0.19751606504748118,567.0
26|00|14|456|080|044,949,449,500,90,3.9,245,195,949.0,449.0,500.0,245.0,89.8,0.0,code_match,949,0.6568010309759631,1444.9
26|00|14|456|080|052,1049,508,541,94,4.0,261,195,1049.0,508.0,541.0,261.0,93.9,0.0,code_match,1049,0.8477576775621827,1237.4
26|00|14|456|080|060,363,180,183,98,4.1,89,40,363.0,180.0,183.0,89.0,98.36,0.0,code_match,363,0.5412302280691823,670.7
26|00|14|456|080|068,56,33,23,144,4.7,12,18,56.0,33.0,23.0,12.0,143.48,0.0,code_match,56,0.15206634347394682,368.3
26|00|14|456|080|228,476,243,233,104,3.7,129,95,476.0,243.0,233.0,129.0,104.29,0.0,code_match,476,0.3705947009487456,1284.4
26|00|14|456|080|268,110,54,56,96,3.8,29,23,110.0,54.0,56.0,29.0,96.43,0.0,code_match,110,0.18374156479434564,598.7
26|00|14|456|080|388,384,204,180,113,3.8,102,120,384.0,204.0,180.0,102.0,113.33,0.0,code_match,384,0.6287378531729318,610.7
26|00|14|456|100|028,470,206,264,78,3.5,133,102,470.0,206.0,264.0,133.0,78.03,0.0,code_match,470,0.89114086938228,527.4
26|00|14|456|102|028,326,172,154,112,4.1,79,50,326.0,172.0,154.0,79.0,111.69,0.0,code_match,326,0.5297129813732374,615.4
26|00|14|456|197|068,856,428,428,100,3.7,232,250,856.0,428.0,428.0,232.0,100.0,0.0,code_match,856,0.819541264443021,1044.5
26|00|14|456|201|068,775,436,339,129,4.2,185,201,775.0,436.0,339.0,185.0,128.61,0.0,code_match,775,0.28764786306314416,2694.3
26|00|14|456|210|068,373,176,197,89,4.1,91,78,373.0,176.0,197.0,91.0,89.34,0.0,code_match,373,0.30785424964768204,1211.6
26|00|14|456|220|028,365,186,179,104,4.0,92,90,365.0,186.0,179.0,92.0,103.91,0.0,code_match,365,0.20494773120087229,1780.9
26|00|14|456|220|048,538,260,278,94,4.0,134,105,538.0,260.0,278.0,134.0,93.53,0.0,code_match,538,0.3031848646959169,1774.5
26|00|14|456|220|068,683,331,352,94,3.7,187,180,683.0,331.0,352.0,187.0,94.03,0.0,code_match,683,0.1184082637044066,5768.2
26|00|14|456|220|248,1315,659,656,101,3.9,336,195,1315.0,659.0,656.0,336.0,100.46,0.0,code_match,1315,0.07994163077385476,16449.5
26|00|14|456|220|348,407,212,195,109,3.7,110,105,407.0,212.0,195.0,110.0,108.72,0.0,code_match,407,0.04427947826947211,9191.6
26|00|14|456|311|128,935,476,459,104,4.0,232,191,935.0,476.0,459.0,232.0,103.7,0.0,code_match,935,0.6815063770449058,1372.0
26|00|14|456|339|148,1113,534,579,92,4.0,276,280,1113.0,534.0,579.0,276.0,92.23,0.0,code_match,1113,1.5880634895849282,700.9
26|00|14|456|340|148,961,512,449,114,4.4,218,192,960.0,511.0,449.0,218.0,113.81,-1.0,code_match,961,0.12921630940646703,7437.1
26|00|14|456|341|148,144,75,69,109,3.7,39,23,144.0,75.0,69.0,39.0,108.7,0.0,code_match,144,0.09809053981574195,1468.0
26|00|14|456|446|208,1807,947,860,110,4.4,415,322,1807.0,947.0,860.0,415.0,110.12,0.0,code_match,1807,0.8109693209046835,2228.2
26|00|14|456|447|208,879,412,467,88,3.7,237,220,879.0,412.0,467.0,237.0,88.22,0.0,code_match,879,0.46246008707482134,1900.7
26|00|14|456|452|208,235,119,116,103,3.2,73,105,235.0,119.0,116.0,73.0,102.59,0.0,code_match,235,0.4200585699342843,559.4
26|00|14|456|460|558,2644,1250,1394,90,3.8,701,588,2647.0,1253.0,1394.0,701.0,89.89,3.0,code_match,2644,1.108849599663493,2384.5
26|00|14|456|471|208,695,333,362,92,3.7,186,190,695.0,333.0,362.0,186.0,91.99,0.0,code_match,695,0.3144588044799811,2210.1
26|00|14|456|473|148,683,330,353,94,3.7,186,150,688.0,335.0,353.0,186.0,94.9,5.0,code_match,683,0.2625050350644201,2601.9
26|00|14|456|473|208,1095,521,574,91,4.3,256,209,1095.0,521.0,574.0,256.0,90.77,0.0,code_match,1095,0.4607143187791692,2376.7
26|00|14|456|503|228,258,123,135,91,4.2,61,35,258.0,123.0,135.0,61.0,91.11,0.0,code_match,258,0.5685791454352136,453.8
26|00|14|456|504|228,101,44,57,77,3.5,29,18,101.0,44.0,57.0,29.0,77.19,0.0,code_match,101,0.0862916938465468,1170.4
26|00|14|456|569|268,2014,941,1070,88,3.8,532,400,2014.0,941.0,1070.0,532.0,87.94,0.0,code_match,2014,1.0306724618073775,1954.1
26|00|14|456|575|268,151,74,77,96,4.3,35,31,151.0,74.0,77.0,35.0,96.1,0.0,code_match,151,0.042829207659554974,3525.6
26|00|14|456|577|268,89,36,53,68,4.7,19,20,89.0,36.0,53.0,19.0,67.92,0.0,code_match,89,0.2026150054624379,439.3
26|00|14|456|635|308,113,64,49,131,4.3,26,23,113.0,64.0,49.0,26.0,130.61,0.0,code_match,113,0.37968479684485296,297.6
26|00|14|456|640|308,441,225,216,104,4.2,106,100,441.0,225.0,216.0,106.0,104.17,0.0,code_match,441,0.8312508766050744,530.5
26|00|14|456|643|308,711,342,369,93,3.7,194,220,711.0,342.0,369.0,194.0,92.68,0.0,code_match,711,0.2662111788579864,2670.8
26|00|14|456|645|308,300,140,160,88,3.9,77,80,300.0,140.0,160.0,77.0,87.5,0.0,code_match,300,0.443230856652833,676.8
26|00|14|456|649|316,374,195,179,109,4.0,93,75,371.0,192.0,179.0,93.0,107.26,-3.0,code_match,374,0.7519731161882632,497.4
26|00|14|456|656|308,68,38,30,127,4.9,14,6,68.0,38.0,30.0,14.0,126.67,0.0,code_match,68,0.413512654157896,164.4
26|00|14|456|713|348,517,250,267,94,4.0,130,126,517.0,250.0,267.0,130.0,93.63,0.0,code_match,517,0.3257502818867375,1587.1
26|00|14|456|753|368,310,151,159,95,4.0,78,58,310.0,151.0,159.0,78.0,94.97,0.0,code_match,310,0.5676935796529782,546.1
26|00|14|456|756|368,231,116,115,101,3.7,62,80,231.0,116.0,115.0,62.0,100.87,0.0,code_match,231,0.16667128373745474,1386.0
26|00|14|456|757|368,837,372,465,80,3.9,217,230,837.0,372.0,465.0,217.0,80.0,0.0,code_match,837,0.8583843054824599,975.1
26|00|14|456|768|368,387,188,199,95,4.2,93,105,387.0,188.0,199.0,93.0,94.47,0.0,code_match,387,0.46890936801003724,825.3
26|00|14|456|806|385,159,80,79,101,3.9,41,26,159.0,80.0,79.0,41.0,101.27,0.0,code_match,159,0.3032091629888427,524.4
26|00|14|548|073|028,88,83,5,1660,29.3,3,10,88.0,83.0,5.0,3.0,1660.0,0.0,code_match,88,0.8270100223936779,106.4
26|00|14|548|113|028,395,180,215,84,4.0,98,120,395.0,180.0,215.0,98.0,83.72,0.0,code_match,395,0.18967998917193649,2082.5
26|00|14|548|195|068,746,373,373,100,4.1,180,211,746.0,373.0,373.0,180.0,100.0,0.0,code_match,746,0.1831167996056894,4073.9
26|00|14|548|404|188,1162,578,584,99,4.1,285,290,1161.0,577.0,584.0,285.0,98.8,-1.0,code_match,1162,1.7020653860731716,682.7
26|00|14|548|572|048,1087,536,551,97,4.1,262,240,1087.0,536.0,551.0,262.0,97.28,0.0,code_match,1087,0.46284985493471914,2348.5
26|00|14|548|572|056,1684,820,864,95,3.8,439,390,1682.0,818.0,864.0,439.0,94.68,-2.0,code_match,1684,1.6485816032954725,1021.5
26|00|14|548|572|128,1662,813,849,96,4.0,415,410,1657.0,809.0,848.0,415.0,95.4,-5.0,code_match,1662,0.2617582345022999,6349.4
26|00|14|548|572|136,1514,735,779,94,3.8,398,400,1514.0,735.0,779.0,396.0,94.35,0.0,code_match,1514,1.593955019174548,949.8
26|00|14|548|572|208,376,182,194,94,3.9,97,120,376.0,182.0,194.0,97.0,93.81,0.0,code_match,376,0.021460347985634228,17520.7
26|00|14|548|572|268,5336,2622,2714,97,4.0,1329,1500,5336.0,2622.0,2714.0,1329.0,96.61,0.0,code_match,5336,3.229034259364495,1652.5
26|00|14|548|642|308,761,385,376,102,4.3,178,170,761.0,385.0,376.0,178.0,102.39,0.0,code_match,761,1.0101624713056057,753.3
26|00|14|548|652|308,566,275,291,95,4.3,133,150,566.0,275.0,291.0,133.0,94.5,0.0,code_match,566,0.8307143250608606,681.3
26|00|14|548|709|208,703,339,364,93,4.1,170,170,703.0,339.0,364.0,170.0,93.13,0.0,code_match,703,0.7484950222567835,939.2
26|00|14|548|709|348,1151,550,601,92,4.2,272,220,1151.0,550.0,601.0,272.0,91.51,0.0,code_match,1151,1.5916260004538514,723.2
26|00|14|548|754|368,108,57,51,112,5.7,19,18,108.0,57.0,51.0,19.0,111.76,0.0,code_match,108,0.1255034559527857,860.5
26|00|14|548|758|368,746,360,386,93,4.0,186,210,746.0,360.0,386.0,186.0,93.26,0.0,code_match,746,0.5238864907114007,1424.0
26|00|14|548|761|368,398,202,196,103,4.9,81,105,398.0,202.0,196.0,81.0,103.06,0.0,code_match,398,0.285595184229743,1393.6
26|00|14|548|833|208,425,201,224,90,4.5,95,120,425.0,201.0,224.0,95.0,89.73,0.0,code_match,425,0.6136137415811777,692.6
26|00|14|548|833|408,1350,645,705,92,4.1,330,280,1350.0,645.0,705.0,330.0,91.49,0.0,code_match,1350,1.1314125249023241,1193.2
26|00|14|681|029|048,61,31,30,103,4.4,14,30,61.0,31.0,30.0,14.0,103.33,0.0,code_match,61,0.4154712016982032,146.8
26|00|14|681|035|065,1303,609,694,88,3.9,338,375,1301.0,607.0,694.0,338.0,87.46,-2.0,code_match,1303,1.3105279921742474,994.3
26|00|14|681|099|028,2047,952,1095,87,4.0,517,523,2040.0,946.0,1094.0,517.0,86.47,-7.0,code_match,2047,0.8064120038761275,2538.4
26|00|14|681|149|048,1167,565,602,94,3.9,300,290,1167.0,565.0,602.0,300.0,93.85,0.0,code_match,1167,1.5862156115049788,735.7
26|00|14|681|149|248,332,172,160,108,3.7,89,70,332.0,172.0,160.0,89.0,107.5,0.0,code_match,332,0.5009540735558731,662.7
26|00|14|681|150|048,4404,2197,2207,100,4.0,1110,1287,4401.0,2195.0,2206.0,1110.0,99.5,-3.0,code_match,4404,2.898097652031055,1519.6
26|00|14|681|463|208,4837,2365,2472,96,4.0,1213,1160,4822.0,2355.0,2467.0,1213.0,95.46,-15.0,code_match,4837,2.670615701044914,1811.2
26|00|14|681|465|208,486,255,231,110,4.6,106,90,486.0,255.0,231.0,106.0,110.39,0.0,code_match,486,1.0960303729332883,443.4
26|00|14|681|541|208,1588,770,818,94,3.8,413,460,1570.0,753.0,817.0,413.0,92.17,-18.0,code_match,1588,1.2274152873950137,1293.8
26|00|14|681|641|308,494,274,220,125,4.4,112,90,493.0,274.0,219.0,112.0,125.11,-1.0,code_match,494,0.5839229868639,846.0
26|00|14|681|716|068,832,439,393,112,3.9,216,240,830.0,437.0,393.0,216.0,111.2,-2.0,code_match,832,1.2364368827300822,672.9
26|00|14|681|716|348,1574,791,783,101,4.0,392,390,1573.0,790.0,783.0,392.0,100.89,-1.0,code_match,1574,2.071777803198172,759.7
26|00|14|681|751|368,1104,564,540,104,4.1,272,245,1104.0,564.0,540.0,272.0,104.44,0.0,code_match,1104,0.9095046982356202,1213.8
26|00|14|681|773|108,2295,1153,1142,101,3.6,637,720,2295.0,1153.0,1142.0,637.0,100.96,0.0,code_match,2295,1.7847513689327075,1285.9
26|00|14|681|773|368,2809,1418,1391,102,4.1,693,860,2798.0,1410.0,1388.0,693.0,101.59,-11.0,code_match,2809,2.2477918243523125,1249.7
26|00|14|715|066|028,104,52,52,100,3.9,27,45,104.0,52.0,52.0,27.0,100.0,0.0,code_match,104,0.39683358764490123,262.1
26|00|14|715|082|028,469,224,245,91,3.9,119,110,469.0,224.0,245.0,119.0,91.43,0.0,code_match,469,1.571511109647169,298.4
26|00|14|715|082|048,893,448,445,101,4.0,221,250,885.0,444.0,441.0,221.0,100.68,-8.0,code_match,893,0.5217003499890678,1711.7
26|00|14|715|108|028,975,447,528,85,3.9,250,240,975.0,447.0,528.0,250.0,84.66,0.0,code_match,975,0.9846241965832405,990.2
26|00|14|715|213|068,390,188,202,93,3.9,99,105,390.0,188.0,202.0,99.0,93.07,0.0,code_match,390,0.5708435424657757,683.2
26|00|14|715|213|248,339,165,174,95,3.7,92,95,339.0,165.0,174.0,92.0,94.83,0.0,code_match,339,0.660388533759515,513.3
26|00|14|715|531|248,1711,865,846,102,3.8,449,370,1711.0,865.0,846.0,449.0,102.25,0.0,code_match,1711,1.116527206673543,1532.4
26|00|14|715|531|256,1456,714,742,96,4.1,354,360,1456.0,714.0,742.0,354.0,96.23,0.0,code_match,1456,0.46624958232080566,3122.8
26|00|14|715|639|048,546,262,284,92,3.9,141,130,546.0,262.0,284.0,141.0,92.25,0.0,code_match,546,0.41406346917989784,1318.6
26|00|14|715|639|308,1200,582,617,94,4.2,285,290,1200.0,582.0,617.0,285.0,94.33,0.0,code_match,1200,0.45689921328444144,2626.4
26|00|14|715|639|368,333,162,171,95,4.2,80,90,333.0,162.0,171.0,80.0,94.74,0.0,code_match,333,0.23068216506522485,1443.5
26|00|14|715|651|208,394,190,204,93,4.4,89,80,394.0,190.0,204.0,89.0,93.14,0.0,code_match,394,0.19841662326116233,1985.7
26|00|14|715|651|308,1761,868,893,97,4.2,415,400,1761.0,868.0,893.0,415.0,97.2,0.0,code_match,1761,0.6471102038652923,2721.3
26|00|14|715|655|308,187,93,94,99,3.8,49,45,187.0,93.0,94.0,49.0,98.94,0.0,code_match,187,0.24583989291895333,760.7
26|00|14|715|749|368,954,445,509,87,4.3,223,197,954.0,445.0,509.0,223.0,87.43,0.0,code_match,954,1.2686615686946185,752.0
26|00|14|715|771|268,298,140,158,89,4.3,70,70,298.0,140.0,158.0,70.0,88.61,0.0,code_match,298,0.02504600428127574,11898.1
26|00|14|715|771|368,1536,729,807,90,4.2,369,381,1536.0,729.0,807.0,369.0,90.33,0.0,code_match,1536,0.3720754772864663,4128.2
26|00|14|715|837|408,346,158,188,84,4.1,84,75,346.0,158.0,188.0,84.0,84.04,0.0,code_match,346,0.12023074564953919,2877.8
26|00|14|715|837|416,41,20,21,95,4.6,9,15,41.0,20.0,21.0,9.0,95.24,0.0,code_match,41,0.12831614835742808,319.5
26|00|14|724|065|028,1618,845,773,109,3.7,436,300,1618.0,845.0,773.0,436.0,109.31,0.0,code_match,1618,0.6199921162451146,2609.7
26|00|14|724|065|048,2185,1105,1080,102,3.6,613,510,2185.0,1105.0,1080.0,613.0,102.31,0.0,code_match,2185,0.20040620889159041,10902.9
26|00|14|724|148|048,2474,1282,1192,108,4.2,594,500,2474.0,1282.0,1192.0,594.0,107.55,0.0,code_match,2474,1.293649116200296,1912.4
26|00|14|724|148|208,928,456,472,97,4.1,225,210,928.0,456.0,472.0,225.0,96.61,0.0,code_match,928,0.8863953685246643,1046.9
26|00|14|724|204|068,236,109,127,86,4.7,50,40,236.0,109.0,127.0,50.0,85.83,0.0,code_match,236,0.3030531019448475,778.7
26|00|14|724|205|048,524,310,214,145,3.0,175,85,528.0,314.0,214.0,175.0,146.73,4.0,code_match,524,0.5878453700729045,891.4
26|00|14|724|205|068,4343,2650,1693,157,4.7,933,697,4343.0,2650.0,1693.0,932.0,156.53,0.0,code_match,4343,1.6688962854420064,2602.3
26|00|14|724|205|128,2119,990,1129,88,3.7,572,430,2119.0,990.0,1129.0,572.0,87.69,0.0,code_match,2119,1.0378151332893388,2041.8
26|00|14|724|212|068,7146,3755,3391,111,4.0,1772,1192,7171.0,3780.0,3391.0,1772.0,111.47,25.0,code_match,7146,4.269278779784755,1673.8
26|00|14|724|274|108,1267,641,626,102,3.5,363,280,1267.0,641.0,626.0,363.0,102.4,0.0,code_match,1267,0.3599876310341028,3519.6
26|00|14|724|306|028,2258,1126,1132,100,4.3,530,510,2256.0,1125.0,1131.0,530.0,99.47,-2.0,code_match,2258,1.0105035705624046,2234.5
26|00|14|724|306|128,3618,1789,1828,98,3.9,938,677,4161.0,2061.0,2099.0,1085.0,98.19,543.0,code_match,3618,1.9043410529091576,1899.9
26|00|14|724|410|188,4152,2272,1880,121,3.6,1153,760,4152.0,2272.0,1880.0,1153.0,120.85,0.0,code_match,4152,1.6703490673453134,2485.7
